user_id,sku_id
22611,5916
154708,84544
22665,70888
215064,54357
181906,45980
171101,165997
71757,162344
119359,14739
59745,84544
67208,32744
184723,43405
169318,7196
173910,4732
214854,37427
66411,56055
121562,131210
189375,4732
119981,82259
187827,129442
217410,39317
204299,4732
173776,64160
42978,139648
36502,112550
13664,128416
159611,97007
230109,90902
194223,8585
21338,104129
8322,123111
210459,64160
62253,56550
203715,64160
112515,8832
22673,54357
201251,87933
22675,54357
111330,71184
173246,54357
30511,84544
46493,2148
78341,162344
170588,112550
215282,102226
72398,73250
72304,168581
132988,79080
163777,158018
48465,58768
63268,84544
85289,112550
156595,54357
40031,45980
220716,8585
106487,84544
196755,4732
218772,170699
169214,87933
163020,54357
136911,71940
102550,160362
17799,54357
138197,7877
217945,155692
28955,22140
37935,97007
68994,54357
205104,160362
193132,146230
47328,95435
66268,84544
161930,43405
78826,131210
114831,79122
174636,56055
147531,162344
97154,2148
20109,8585
179889,82259
158624,56608
22616,168434
178117,71184
32626,42988
168515,84205
197372,104129
22629,79122
221632,10922
181602,86449
180751,8585
214148,62080
34489,152061
62637,8585
68464,128416
197251,71940
3577,149462
23837,43405
24013,61963
195562,87933
32134,4732
130122,6156
32567,91922
104882,61963
205941,121196
135531,81515
49246,7877
52334,124554
160363,78285
25886,50142
199274,168434
127991,120812
6897,37427
192130,91182
57984,80497
22656,96941
135599,131210
175638,146926
220081,22140
162703,45980
187785,8585
51048,54357
230268,134748
12654,37427
22603,8710
68669,2148
169539,112141
20034,87777
143409,130158
5229,71184
37012,4732
180046,79122
15560,8585
21130,79454
84846,45980
107902,8710
30162,134818
161183,8585
62426,82259
120892,171183
16523,54357
22649,131210
97430,103201
117193,77745
53646,71184
193826,58277
37043,29827
158800,63585
179258,107700
192320,96941
9520,20077
211919,71940
60668,71184
150786,64160
22630,9159
214188,87331
44342,84544
91995,138181
17880,37427
37229,29827
8801,84544
223228,112550
122674,112550
148796,43405
184289,131210
183272,5977
21482,8585
58778,29748
21733,45980
212638,54357
187796,102166
157300,109954
135973,156650
21123,71940
204453,79122
31434,50142
21227,38108
172571,74527
21686,20077
117612,142174
149754,8736
187100,43405
38566,8710
26818,105031
168672,71940
204231,79709
59374,42440
121284,165029
146835,142295
133078,8585
214215,9159
149598,32744
23252,28321
2930,79122
177261,37441
17577,62976
63213,149462
188089,71940
23491,1286
169633,79122
207319,64160
173181,32744
129,112373
216402,15821
184211,102226
189455,33726
59484,80497
137318,87933
35341,2148
184116,8585
201261,43405
13395,65823
88722,117692
28752,56737
38663,77745
38133,1286
43717,1914
184946,19213
120905,54357
53927,79122
146637,170626
57288,71068
221183,61963
138819,74861
15714,65755
229783,160362
46921,2072
159371,82259
56398,169886
226720,170699
164493,123111
197665,84544
231188,61963
193513,64160
27380,150041
151279,77745
25535,112141
88068,45980
27088,31584
114846,121009
3203,8585
215148,64160
195842,79080
113994,86604
176066,78116
21258,119954
171736,139648
150405,92192
228945,79673
215037,98989
159176,8585
34182,7196
106713,121196
22668,77745
157407,24237
11881,127931
24956,79454
207428,102166
144860,72126
53704,112141
195053,79122
55415,98989
57144,122369
42747,140061
100636,33726
195089,143289
8120,60845
67453,32744
104032,84544
177492,57227
156237,8585
136994,170626
65134,2148
156491,131210
17347,54357
73708,171183
63632,146926
36757,166897
222608,4732
28153,58768
165055,8585
177185,32744
26978,112141
64121,37546
22334,146220
145995,162344
34076,120498
90827,153662
72592,61963
52017,84544
161721,162020
63912,130660
70088,14739
173532,96941
100262,43737
17011,64160
121938,162344
62507,71940
171650,64160
29998,37057
146117,64160
208877,111017
25616,37427
180118,122369
14785,82259
190049,8585
207443,82259
16761,71184
67225,106912
111858,71651
144910,42440
11065,104129
68736,112068
26026,1286
22570,96941
167533,143289
87787,2148
193430,149462
165289,36787
223100,2148
70380,82259
224533,22140
174563,4732
149749,134303
177839,71940
7978,121196
223194,8585
177335,120076
130424,62884
187401,117692
23839,123430
83008,167139
86007,43405
140450,62080
10715,170699
63420,43405
156771,9069
113651,81163
158785,8585
219742,54357
193831,84544
9370,32744
132648,32744
223004,32744
103023,120852
212385,162344
139001,123430
62516,22140
48789,127931
183465,79122
181446,84544
21382,56055
22490,56737
145141,169886
14629,112550
174189,42988
192990,37546
66601,56608
141479,7877
146587,97007
178830,2148
3335,70461
161032,2072
188389,64160
188477,100684
231588,171183
20728,150354
70280,162344
135335,14739
150943,43256
7176,8585
171407,7877
186081,41958
10086,127931
